school,student,girl,schgend,gcse,lrt
13,26,0,1,72.613197,57.0989
13,27,0,1,65.802002,56.2724
13,28,1,1,68.023903,62.884499
13,29,0,1,57.805,57.9254
13,30,0,1,42.473,44.701
13,31,1,1,73.280701,57.0989
13,32,0,1,78.965698,71.975998
13,33,0,1,64.448898,43.048
13,34,0,1,75.443398,57.0989
13,35,0,1,65.802002,57.0989
13,36,1,1,70.043221,67.843597
13,37,1,1,68.023903,62.057999
13,38,1,1,79.675903,88.505997
13,39,1,1,81.757996,63.710999
13,40,0,1,79.675903,69.496704
13,41,1,1,80.395996,48.007
13,42,1,1,74.781898,72.803001
13,43,1,1,55.612999,39.742001
13,44,1,1,65.802002,54.6194
13,45,1,1,78.219902,59.57848
13,46,0,1,68.709198,49.66
13,47,1,1,74.781898,58.751999
13,48,0,1,63.769501,57.0989
13,49,1,1,62.238899,64.537598
13,50,1,1,58.813999,57.9254
13,51,0,1,64.448898,76.109001
13,52,1,1,82.404999,63.710999
13,53,0,1,71.340698,63.710999
13,54,1,1,71.941498,65.364098
13,55,1,1,87.348999,76.109001
13,56,1,1,63.769501,58.751999
13,57,1,1,78.219902,67.017097
13,58,0,1,72.613197,60.404991
13,59,1,1,57.805,50.486801
13,60,1,1,68.709198,58.751999
13,61,1,1,56.646999,55.4459
13,62,0,1,68.023903,60.404991
13,63,0,1,64.448898,55.4459
13,64,1,1,61.473301,64.537598
14,1,1,1,86.617996,72.803001
14,2,0,1,74.781898,56.2724
14,3,0,1,74.026703,66.190598
14,4,0,1,67.348404,62.057999
14,5,1,1,81.757996,67.017097
14,6,1,1,72.613197,62.057999
14,7,0,1,62.238899,62.057999
14,8,0,1,74.026703,60.404991
14,9,0,1,65.072197,67.017097
14,10,1,1,69.37912,57.0989
14,11,1,1,79.675903,68.670097
14,12,1,1,62.238899,38.916
14,13,0,1,72.613197,65.364098
14,14,0,1,62.238899,67.843597
14,15,1,1,71.941498,53.7929
14,16,0,1,74.026703,81.893997
14,17,1,1,54.733002,57.9254
14,18,1,1,84.394997,74.456001
14,19,1,1,65.072197,54.6194
14,20,1,1,69.37912,64.537598
14,21,1,1,69.37912,52.9664
14,22,1,1,65.802002,69.496704
14,23,0,1,68.709198,57.9254
14,24,1,1,81.757996,74.456001
14,25,0,1,64.448898,65.364098
14,26,1,1,92.030998,59.57848
14,27,1,1,68.709198,73.628998
14,28,1,1,71.941498,76.109001
14,29,1,1,83.100998,67.017097
14,30,0,1,55.612999,50.486801
14,31,1,1,47.083,43.875
14,32,1,1,63.004898,56.2724
14,33,0,1,68.709198,58.751999
14,34,1,1,47.083,48.834
14,35,1,1,65.802002,71.975998
14,36,0,1,74.026703,60.404991
14,37,0,1,68.709198,67.017097
14,38,0,1,48.914001,50.486801
14,39,1,1,73.280701,63.710999
14,40,1,1,76.787598,68.670097
14,41,1,1,53.763,48.007
14,42,1,1,54.733002,63.710999
14,43,0,1,78.219902,73.628998
14,44,1,1,66.611603,57.9254
14,45,1,1,58.813999,54.6194
14,46,0,1,66.611603,50.486801
14,47,1,1,77.472298,67.843597
14,48,0,1,83.100998,65.364098
14,49,1,1,64.448898,52.9664
14,50,1,1,81.757996,75.281998
14,51,1,1,74.781898,68.670097
14,52,1,1,63.004898,59.57848
14,53,1,1,72.613197,74.456001
14,54,1,1,63.769501,48.834
14,55,0,1,74.026703,65.364098
14,56,0,1,70.043221,58.751999
14,57,0,1,63.004898,63.710999
14,58,1,1,79.675903,70.322998
14,59,0,1,60.606201,52.9664
14,60,1,1,68.709198,57.9254
14,61,1,1,56.646999,57.0989
14,62,1,1,70.043221,81.068001
14,63,0,1,57.805,59.57848
14,64,1,1,63.004898,64.537598
14,65,1,1,58.813999,65.364098
14,66,1,1,81.094002,62.884499
14,67,1,1,85.792,78.587997
14,68,0,1,58.813999,69.496704
14,69,1,1,65.072197,52.9664
14,70,1,1,87.348999,74.456001
14,71,0,1,57.805,67.843597
14,72,0,1,64.448898,48.834
14,73,0,1,67.348404,59.57848
14,74,1,1,71.941498,64.537598
14,75,1,1,84.394997,71.975998
14,76,0,1,83.100998,58.751999
14,77,0,1,71.941498,67.017097
14,78,0,1,59.709,46.354
14,79,1,1,74.781898,56.2724
14,80,1,1,82.404999,73.628998
14,81,0,1,67.348404,66.190598
14,82,0,1,86.617996,80.240997
14,83,0,1,68.709198,67.843597
14,84,1,1,71.941498,54.6194
14,85,0,1,70.735359,70.322998
14,86,1,1,77.472298,67.843597
14,87,0,1,66.611603,54.6194
14,88,0,1,56.646999,62.884499
14,89,1,1,68.023903,70.322998
14,90,1,1,77.472298,88.505997
14,91,1,1,63.004898,48.834
14,92,1,1,64.448898,62.057999
14,93,1,1,76.1073,78.587997
14,94,1,1,79.675903,75.281998
14,95,1,1,77.472298,75.281998
14,96,1,1,75.443398,76.109001
14,97,1,1,78.219902,62.884499
14,98,0,1,62.238899,59.57848
14,99,0,1,74.026703,67.017097
14,100,1,1,60.606201,40.569
14,101,0,1,66.611603,63.710999
14,102,0,1,52.761002,55.4459
14,103,0,1,71.340698,62.057999
14,104,0,1,65.072197,64.537598
14,105,0,1,76.1073,41.395
14,106,0,1,57.805,48.834
14,107,0,1,75.443398,63.710999
14,108,0,1,68.709198,63.710999
14,109,0,1,50.378998,44.701
14,110,0,1,55.612999,65.364098
14,111,1,1,81.094002,79.415001
14,112,1,1,78.219902,73.628998
14,113,0,1,76.1073,69.496704
14,114,1,1,58.813999,54.6194
14,115,1,1,83.747002,61.231499
14,116,1,1,68.023903,63.710999
14,117,0,1,67.348404,68.670097
14,118,0,1,59.709,66.190598
14,119,0,1,83.747002,83.546997
14,120,1,1,65.802002,53.7929
14,121,0,1,81.757996,62.884499
14,122,1,1,82.404999,77.762001
14,123,1,1,77.472298,57.9254
14,124,1,1,79.675903,63.710999
14,125,0,1,61.473301,48.834
14,126,1,1,68.023903,69.496704
14,127,0,1,74.026703,71.975998
14,128,0,1,75.443398,78.587997
14,129,1,1,81.094002,65.364098
14,130,1,1,72.613197,66.190598
14,131,0,1,70.043221,78.587997
14,132,0,1,71.941498,59.57848
14,133,0,1,71.340698,57.0989
14,134,1,1,53.763,51.313301
14,135,0,1,70.735359,61.231499
14,136,0,1,88.138,78.587997
14,137,0,1,71.340698,52.139801
14,138,1,1,54.733002,62.884499
14,139,0,1,55.612999,60.404991
14,140,1,1,81.757996,76.934998
14,141,0,1,78.219902,62.057999
14,142,1,1,69.37912,66.190598
14,143,1,1,66.611603,53.7929
14,144,0,1,88.138,74.456001
14,145,0,1,70.735359,48.834
14,146,0,1,54.733002,52.9664
14,147,0,1,69.37912,58.751999
14,148,1,1,76.1073,69.496704
14,149,0,1,47.083,51.313301
14,150,1,1,68.023903,62.884499
14,151,0,1,68.023903,52.139801
14,152,1,1,76.1073,62.884499
14,153,1,1,68.709198,61.231499
14,154,0,1,89.002998,77.762001
14,155,1,1,73.280701,66.190598
14,156,0,1,79.675903,72.803001
14,157,1,1,75.443398,70.322998
14,158,1,1,81.757996,68.670097
14,159,0,1,69.37912,65.364098
14,160,0,1,81.757996,64.537598
14,161,1,1,70.735359,74.456001
14,162,0,1,71.340698,64.537598
14,163,1,1,69.37912,67.843597
14,164,1,1,74.026703,67.843597
14,165,0,1,58.813999,49.66
14,166,1,1,76.1073,65.364098
14,167,1,1,50.378998,58.751999
14,168,0,1,81.094002,74.456001
14,169,0,1,57.805,62.884499
14,170,1,1,74.781898,62.884499
14,171,0,1,63.004898,52.9664
14,172,0,1,63.004898,59.57848
14,173,1,1,59.709,66.190598
14,174,0,1,63.004898,62.884499
14,175,0,1,77.472298,69.496704
14,176,1,1,81.757996,63.710999
14,177,1,1,68.709198,61.231499
14,178,1,1,85.792,77.762001
14,179,1,1,78.219902,70.322998
14,180,0,1,67.348404,54.6194
14,181,1,1,68.709198,61.231499
14,182,1,1,81.094002,63.710999
14,183,0,1,74.781898,61.231499
14,184,1,1,72.613197,51.313301
14,185,1,1,76.1073,57.9254
14,186,1,1,67.348404,62.057999
14,187,0,1,78.965698,64.537598
14,188,1,1,66.611603,62.057999
14,189,1,1,79.675903,49.66
14,190,0,1,64.448898,60.404991
14,191,1,1,63.769501,48.834
14,192,0,1,70.043221,73.628998
14,193,0,1,72.613197,65.364098
14,194,0,1,54.733002,55.4459
14,195,1,1,60.606201,66.190598
14,196,0,1,51.632999,47.181
14,197,1,1,81.757996,67.017097
14,198,0,1,75.443398,70.322998
15,1,1,1,61.473301,53.7929
15,2,1,1,68.023903,62.057999
15,3,1,1,63.769501,52.139801
15,4,1,1,68.709198,59.57848
15,5,0,1,71.340698,68.670097
15,6,0,1,92.030998,69.496704
15,7,1,1,85.792,76.109001
15,8,0,1,72.613197,70.322998
15,9,0,1,57.805,70.322998
15,10,0,1,85.792,76.934998
15,11,1,1,88.138,73.628998
15,12,1,1,76.1073,60.404991
15,13,1,1,70.735359,62.057999
15,14,0,1,71.941498,57.9254
15,15,1,1,74.781898,59.57848
15,16,1,1,65.072197,62.057999
15,17,0,1,63.769501,52.139801
15,18,0,1,76.1073,71.150002
15,19,0,1,65.802002,49.66
15,20,1,1,50.378998,51.313301
15,21,0,1,81.094002,71.150002
15,22,0,1,61.473301,53.7929
15,23,1,1,73.280701,62.884499
15,24,0,1,56.646999,57.9254
15,25,1,1,78.219902,71.975998
15,26,0,1,73.280701,73.628998
15,27,1,1,81.094002,71.975998
15,28,1,1,65.072197,67.017097
15,29,1,1,66.611603,72.803001
15,30,0,1,68.023903,57.0989
15,31,0,1,61.473301,60.404991
15,32,1,1,53.763,61.231499
15,33,0,1,71.941498,59.57848
15,34,0,1,53.763,50.486801
15,35,0,1,68.709198,57.0989
15,36,1,1,61.473301,56.2724
15,37,1,1,68.023903,54.6194
15,38,1,1,76.787598,71.150002
15,39,0,1,60.606201,57.9254
15,40,0,1,60.606201,57.9254
15,41,1,1,71.340698,65.364098
15,42,1,1,67.348404,65.364098
15,43,0,1,58.813999,49.66
15,44,1,1,59.709,46.354
15,45,1,1,61.473301,50.486801
15,46,1,1,69.37912,58.751999
15,47,1,1,84.394997,62.884499
15,48,1,1,67.348404,61.231499
15,49,1,1,89.002998,67.843597
15,50,0,1,69.37912,53.7929
15,51,0,1,57.805,62.057999
15,52,1,1,58.813999,49.66
15,53,1,1,70.043221,74.456001
15,54,0,1,63.769501,54.6194
15,55,1,1,91.029999,76.109001
15,56,0,1,79.675903,71.975998
15,57,0,1,63.004898,53.7929
15,58,1,1,61.473301,52.9664
15,59,1,1,74.781898,55.4459
15,60,1,1,74.026703,81.068001
15,61,0,1,81.094002,72.803001
15,62,0,1,85.792,67.017097
15,63,0,1,69.37912,63.710999
15,64,1,1,71.340698,62.884499
15,65,0,1,65.802002,63.710999
15,66,1,1,76.1073,63.710999
15,67,0,1,68.023903,56.2724
15,68,0,1,76.1073,75.281998
15,69,0,1,44.899002,53.7929
15,70,1,1,83.100998,66.190598
15,71,0,1,81.757996,71.150002
15,72,1,1,55.612999,62.884499
15,73,0,1,71.941498,59.57848
15,74,1,1,63.769501,69.496704
15,75,1,1,68.023903,60.404991
15,76,0,1,64.448898,65.364098
15,77,0,1,64.448898,76.109001
15,78,0,1,85.792,67.843597
15,79,1,1,59.709,59.57848
15,80,1,1,69.37912,60.404991
15,81,0,1,53.763,55.4459
15,82,1,1,76.787598,53.7929
15,83,0,1,81.094002,76.109001
15,84,0,1,67.348404,49.66
15,85,0,1,76.1073,59.57848
15,86,0,1,77.472298,74.456001
15,87,0,1,65.802002,67.017097
15,88,0,1,62.238899,58.751999
15,89,0,1,63.769501,66.190598
15,90,1,1,67.348404,60.404991
15,91,0,1,70.043221,66.190598
16,1,1,3,74.781898,69.496704
16,2,1,3,61.473301,64.537598
16,3,1,3,77.472298,47.181
16,4,1,3,80.395996,65.364098
16,5,1,3,78.219902,71.150002
16,6,1,3,62.238899,66.190598
16,7,1,3,68.709198,68.670097
16,8,1,3,70.043221,74.456001
16,9,1,3,76.787598,79.415001
16,10,1,3,69.37912,73.628998
16,11,1,3,69.37912,54.6194
16,12,1,3,61.473301,82.721001
16,13,1,3,71.941498,69.496704
16,14,1,3,70.043221,63.710999
16,15,1,3,67.348404,59.57848
16,16,1,3,50.378998,59.57848
16,17,1,3,76.1073,71.150002
16,18,1,3,70.043221,70.322998
16,19,1,3,60.606201,53.7929
16,20,1,3,73.280701,55.4459
16,21,1,3,65.072197,63.710999
16,22,1,3,74.026703,74.456001
16,23,1,3,68.709198,63.710999
16,24,1,3,52.761002,57.0989
16,25,1,3,48.914001,60.404991
16,26,1,3,60.606201,64.537598
16,27,1,3,73.280701,59.57848
16,28,1,3,73.280701,66.190598
16,29,1,3,63.004898,53.7929
16,30,1,3,65.802002,72.803001
16,31,1,3,67.348404,66.190598
16,32,1,3,69.37912,65.364098
16,33,1,3,65.072197,57.9254
16,34,1,3,59.709,52.139801
16,35,1,3,50.378998,53.7929
16,36,1,3,73.280701,68.670097
16,37,1,3,53.763,62.884499
16,38,1,3,74.781898,65.364098
16,39,1,3,78.219902,61.231499
16,40,1,3,62.238899,56.2724
16,41,1,3,76.1073,65.364098
16,42,1,3,63.769501,57.0989
16,43,1,3,65.802002,66.190598
16,44,1,3,54.733002,53.7929
16,45,1,3,64.448898,72.803001
16,46,1,3,56.646999,44.701
16,47,1,3,67.348404,58.751999
16,48,1,3,57.805,56.2724
16,49,1,3,68.023903,68.670097
16,50,1,3,65.802002,62.884499
16,51,1,3,68.709198,62.057999
16,52,1,3,66.611603,43.048
16,53,1,3,65.802002,76.109001
16,54,1,3,62.238899,46.354
16,55,1,3,63.769501,58.751999
16,56,1,3,71.340698,66.190598
16,57,1,3,71.340698,60.404991
16,58,1,3,76.787598,74.456001
16,59,1,3,74.026703,62.057999
16,60,1,3,76.1073,67.017097
16,61,1,3,82.404999,71.975998
16,62,1,3,57.805,59.57848
16,63,1,3,70.043221,66.190598
16,64,1,3,71.340698,68.670097
16,65,1,3,66.611603,58.751999
16,66,1,3,79.675903,71.975998
16,67,1,3,76.1073,74.456001
16,68,1,3,76.787598,67.017097
16,69,1,3,64.448898,57.0989
16,70,1,3,68.709198,61.231499
16,71,1,3,67.348404,70.322998
16,72,1,3,63.004898,51.313301
16,73,1,3,75.443398,70.322998
16,74,1,3,57.805,43.875
16,75,1,3,60.606201,62.057999
16,76,1,3,62.238899,61.231499
16,77,1,3,66.611603,50.486801
16,78,1,3,66.611603,66.190598
16,79,1,3,65.072197,53.7929
16,80,1,3,70.043221,79.415001
16,81,1,3,61.473301,57.0989
16,82,1,3,68.709198,71.975998
16,83,1,3,62.238899,64.537598
16,84,1,3,78.965698,65.364098
16,85,1,3,62.238899,63.710999
16,86,1,3,70.043221,65.364098
16,87,1,3,74.026703,71.150002
16,88,1,3,63.004898,49.66
17,1,1,1,61.473301,52.139801
17,2,0,1,75.443398,57.0989
17,3,1,1,73.280701,69.496704
17,4,1,1,44.899002,43.048
17,5,0,1,66.611603,54.6194
17,6,0,1,67.348404,38.089001
17,7,0,1,53.763,39.742001
17,8,1,1,68.023903,58.751999
17,9,1,1,64.448898,62.057999
17,10,1,1,57.805,48.007
17,11,1,1,54.733002,54.6194
17,12,1,1,78.219902,73.628998
17,13,1,1,70.735359,52.9664
17,14,1,1,78.965698,57.9254
17,15,1,1,68.023903,43.048
17,16,1,1,61.473301,56.2724
17,17,0,1,75.443398,71.975998
17,18,1,1,83.747002,76.934998
17,19,1,1,56.646999,60.404991
17,20,0,1,58.813999,54.6194
17,21,1,1,44.899002,42.222
17,22,1,1,73.280701,63.710999
17,23,1,1,65.802002,63.710999
17,24,1,1,70.735359,36.436001
17,25,1,1,60.606201,52.9664
17,26,1,1,67.348404,57.9254
17,27,0,1,70.043221,65.364098
17,28,0,1,65.802002,69.496704
17,29,0,1,73.280701,54.6194
17,30,1,1,68.023903,48.834
17,31,1,1,74.026703,66.190598
17,32,1,1,73.280701,82.721001
17,33,1,1,65.802002,57.9254
17,34,0,1,59.709,57.0989
17,35,0,1,76.1073,58.751999
17,36,0,1,51.632999,38.916
17,37,1,1,81.757996,66.190598
17,38,0,1,65.802002,43.048
17,39,1,1,71.340698,70.322998
17,40,0,1,81.757996,78.587997
17,41,1,1,64.448898,67.017097
17,42,1,1,83.100998,76.934998
17,43,1,1,75.443398,55.4459
17,44,1,1,68.023903,67.843597
17,45,1,1,44.899002,44.701
17,46,1,1,69.37912,54.6194
17,47,1,1,58.813999,49.66
17,48,0,1,56.646999,62.057999
17,49,1,1,81.094002,69.496704
17,50,0,1,74.026703,82.721001
17,51,1,1,66.611603,51.313301
17,52,1,1,66.611603,62.884499
17,53,1,1,68.709198,58.751999
17,54,1,1,72.613197,66.190598
17,55,1,1,62.238899,63.710999
17,56,0,1,56.646999,33.129997
17,57,1,1,77.472298,66.190598
17,58,1,1,78.965698,66.190598
17,59,1,1,65.802002,48.007
17,60,1,1,82.404999,76.934998
17,61,1,1,62.238899,56.2724
17,62,1,1,73.280701,59.57848
17,63,0,1,85.061996,64.537598
17,64,1,1,68.023903,52.9664
17,65,1,1,72.613197,40.569
17,66,1,1,74.026703,51.313301
17,67,1,1,68.023903,55.4459
17,68,1,1,55.612999,45.528
17,69,1,1,65.072197,52.139801
17,70,0,1,60.606201,61.231499
17,71,0,1,78.965698,71.150002
17,72,1,1,84.394997,69.496704
17,73,1,1,70.043221,62.884499
17,74,1,1,66.611603,67.017097
17,75,1,1,58.813999,58.751999
17,76,1,1,55.612999,57.0989
17,77,1,1,70.735359,55.4459
17,78,0,1,57.805,45.528
17,79,1,1,65.072197,65.364098
17,80,1,1,70.043221,65.364098
17,81,1,1,67.348404,59.57848
17,82,1,1,71.340698,66.190598
17,83,0,1,71.941498,57.9254
17,84,1,1,59.709,59.57848
17,85,0,1,52.761002,59.57848
17,86,0,1,70.043221,64.537598
17,87,1,1,67.348404,45.528
17,88,1,1,63.769501,53.7929
17,89,1,1,63.769501,53.7929
17,90,0,1,68.709198,76.109001
17,91,1,1,66.611603,76.109001
17,92,1,1,60.606201,62.057999
17,93,0,1,60.606201,57.0989
17,94,1,1,64.448898,67.017097
17,95,1,1,80.395996,71.150002
17,96,1,1,63.769501,56.2724
17,97,1,1,51.632999,61.231499
17,98,1,1,76.787598,60.404991
17,99,1,1,54.733002,55.4459
17,100,1,1,77.472298,60.404991
17,101,1,1,80.395996,90.160004
17,102,1,1,68.709198,48.834
17,103,1,1,72.613197,50.486801
17,104,1,1,74.026703,62.884499
17,105,1,1,74.026703,63.710999
17,106,1,1,83.100998,51.313301
17,107,1,1,81.757996,55.4459
17,108,1,1,48.914001,50.486801
17,109,1,1,69.37912,61.231499
17,110,1,1,61.473301,57.0989
17,111,1,1,70.735359,62.057999
17,112,1,1,72.613197,62.884499
17,113,1,1,77.472298,67.843597
17,114,0,1,65.802002,43.048
17,115,1,1,65.802002,57.9254
17,116,1,1,80.395996,64.537598
17,117,0,1,72.613197,73.628998
17,118,1,1,74.026703,60.404991
17,119,1,1,65.072197,60.404991
17,120,1,1,76.1073,65.364098
17,121,1,1,66.611603,51.313301
17,122,1,1,63.004898,57.0989
17,123,0,1,61.473301,53.7929
17,124,0,1,51.632999,30.650002
17,125,1,1,62.238899,61.231499
17,126,0,1,39.404999,41.395
18,1,1,3,56.646999,60.404991
18,2,1,3,92.030998,76.109001
18,3,1,3,63.004898,53.7929
18,4,1,3,68.709198,53.7929
18,5,1,3,65.802002,65.364098
18,6,1,3,78.219902,55.4459
18,7,1,3,65.802002,58.751999
18,8,1,3,65.072197,60.404991
18,9,1,3,63.004898,69.496704
18,10,1,3,68.709198,59.57848
18,11,1,3,76.787598,59.57848
18,12,1,3,77.472298,62.057999
18,13,1,3,65.072197,62.884499
18,14,1,3,63.004898,49.66
18,15,1,3,58.813999,66.190598
18,16,1,3,68.023903,67.843597
18,17,1,3,73.280701,69.496704
18,18,1,3,59.709,62.884499
18,19,1,3,70.043221,60.404991
18,20,1,3,79.675903,68.670097
18,21,1,3,66.611603,60.404991
18,22,1,3,74.026703,64.537598
18,23,1,3,70.043221,65.364098
18,24,1,3,75.443398,59.57848
18,25,1,3,67.348404,56.2724
18,26,1,3,65.802002,65.364098
18,27,1,3,62.238899,61.231499
18,28,1,3,52.761002,57.0989
18,29,1,3,68.709198,51.313301
18,30,1,3,58.813999,65.364098
18,31,1,3,72.613197,61.231499
18,32,1,3,63.004898,60.404991
18,33,1,3,82.404999,45.528
18,34,1,3,62.238899,57.9254
18,35,1,3,74.781898,52.9664
18,36,1,3,56.646999,53.7929
18,37,1,3,71.941498,63.710999
18,38,1,3,78.965698,62.884499
18,39,1,3,86.617996,54.6194
18,40,1,3,64.448898,53.7929
18,41,1,3,69.37912,68.670097
18,42,1,3,75.443398,59.57848
18,43,1,3,68.709198,64.537598
18,44,1,3,84.394997,65.364098
18,45,1,3,70.043221,65.364098
18,46,1,3,70.043221,66.190598
18,47,1,3,67.348404,60.404991
18,48,1,3,72.613197,61.231499
18,49,1,3,59.709,67.017097
18,50,1,3,70.043221,63.710999
18,51,1,3,63.004898,50.486801
18,52,1,3,69.37912,53.7929
18,53,1,3,67.348404,57.9254
18,54,1,3,65.072197,52.139801
18,55,1,3,63.769501,64.537598
18,56,1,3,84.394997,62.057999
18,57,1,3,58.813999,54.6194
18,58,1,3,76.787598,63.710999
18,59,1,3,67.348404,61.231499
18,60,1,3,68.709198,63.710999
18,61,1,3,78.219902,45.528
18,62,1,3,67.348404,53.7929
18,63,1,3,85.061996,76.109001
18,64,1,3,72.613197,66.190598
18,65,1,3,68.709198,56.2724
18,66,1,3,84.394997,79.415001
18,67,1,3,60.606201,71.975998
18,68,1,3,76.787598,66.190598
18,69,1,3,79.675903,58.751999
18,70,1,3,76.787598,55.4459
18,71,1,3,63.004898,59.57848
18,72,1,3,83.747002,72.803001
18,73,1,3,65.802002,71.150002
18,74,1,3,57.805,49.66
18,75,1,3,65.802002,69.496704
18,76,1,3,63.769501,63.710999
18,77,1,3,55.612999,53.7929
18,78,1,3,59.709,56.2724
18,79,1,3,76.1073,66.190598
18,80,1,3,79.675903,65.364098
18,81,1,3,84.394997,72.803001
18,82,1,3,65.072197,52.139801
18,83,1,3,64.448898,58.751999
18,84,1,3,70.043221,67.017097
18,85,1,3,83.100998,59.57848
18,86,1,3,77.472298,44.701
18,87,1,3,59.709,56.2724
18,88,1,3,82.404999,59.57848
18,89,1,3,68.709198,54.6194
18,90,1,3,50.378998,53.7929
18,91,1,3,74.781898,63.710999
18,92,1,3,61.473301,63.710999
18,93,1,3,59.709,57.9254
18,94,1,3,73.280701,64.537598
18,95,1,3,48.914001,62.057999
18,96,1,3,59.709,64.537598
18,97,1,3,70.043221,62.884499
18,98,1,3,81.757996,64.537598
18,99,1,3,73.280701,52.139801
18,100,1,3,62.238899,56.2724
18,101,1,3,78.219902,65.364098
18,102,1,3,80.395996,68.670097
18,103,1,3,78.965698,61.231499
18,104,1,3,73.280701,61.231499
18,105,1,3,76.787598,63.710999
18,106,1,3,79.675903,71.975998
18,107,1,3,78.219902,67.017097
18,108,1,3,60.606201,58.751999
18,109,1,3,70.735359,52.9664
18,110,1,3,70.735359,63.710999
18,111,1,3,68.709198,67.843597
18,112,1,3,74.781898,66.190598
18,113,1,3,72.613197,57.0989
18,114,1,3,70.735359,57.9254
18,115,1,3,74.026703,71.150002
18,116,1,3,68.709198,67.843597
18,117,1,3,64.448898,62.884499
18,118,1,3,66.611603,61.231499
18,119,1,3,75.443398,65.364098
18,120,1,3,70.043221,67.017097
19,1,0,1,53.763,45.528
19,2,1,1,73.280701,65.364098
19,3,0,1,74.781898,62.884499
19,4,1,1,84.394997,65.364098
19,5,0,1,68.709198,71.150002
19,6,1,1,85.792,67.017097
19,7,1,1,83.100998,76.934998
19,8,0,1,59.709,62.884499
19,9,0,1,66.611603,62.057999
19,10,0,1,73.280701,68.670097
19,11,0,1,72.613197,68.670097
19,12,0,1,74.781898,62.884499
19,13,1,1,76.1073,56.2724
19,14,0,1,62.238899,57.0989
19,15,1,1,84.394997,70.322998
19,16,0,1,63.769501,64.537598
19,17,0,1,56.646999,59.57848
19,18,1,1,84.394997,62.057999
19,19,0,1,69.37912,62.884499
19,20,0,1,83.100998,71.975998
19,21,0,1,62.238899,66.190598
19,22,0,1,63.004898,61.231499
19,23,1,1,89.770996,68.670097
19,24,1,1,77.472298,59.57848
19,25,0,1,69.37912,62.057999
19,26,0,1,63.769501,52.139801
19,27,0,1,79.675903,71.150002
19,28,1,1,63.769501,67.843597
19,29,1,1,62.238899,62.057999
19,30,1,1,68.023903,58.751999
19,31,0,1,74.026703,59.57848
19,32,0,1,68.709198,61.231499
19,33,0,1,74.781898,70.322998
19,34,0,1,68.023903,55.4459
19,35,1,1,70.043221,71.150002
19,36,1,1,72.613197,65.364098
19,37,0,1,75.443398,69.496704
19,38,0,1,74.026703,66.190598
19,39,0,1,81.094002,62.057999
19,40,1,1,83.100998,71.975998
19,41,0,1,76.787598,58.751999
19,42,0,1,77.472298,70.322998
19,43,0,1,63.004898,56.2724
19,44,0,1,62.238899,48.007
19,45,1,1,85.792,67.017097
19,46,0,1,57.805,51.313301
19,47,1,1,63.769501,71.150002
19,48,1,1,87.348999,68.670097
19,49,1,1,70.735359,68.670097
19,50,1,1,74.026703,57.9254
19,51,0,1,75.443398,71.150002
19,52,1,1,54.733002,62.884499
19,53,0,1,86.617996,73.628998
19,54,1,1,72.613197,62.884499
19,55,0,1,63.004898,56.2724
20,1,0,1,60.606201,62.884499
20,2,0,1,78.965698,84.374001
20,3,0,1,71.941498,67.017097
20,4,1,1,72.613197,50.486801
20,5,0,1,67.348404,58.751999
20,6,1,1,82.404999,59.57848
20,7,1,1,63.769501,59.57848
20,8,1,1,88.138,69.496704
20,9,0,1,70.735359,51.313301
20,10,0,1,74.781898,49.66
20,11,0,1,83.747002,60.404991
20,12,0,1,47.083,46.354
20,13,1,1,69.37912,60.404991
20,14,0,1,83.100998,71.150002
20,15,1,1,65.802002,54.6194
20,16,1,1,70.735359,50.486801
20,17,0,1,75.443398,53.7929
20,18,1,1,83.100998,75.281998
20,19,1,1,68.709198,67.017097
20,20,1,1,68.023903,53.7929
20,21,0,1,81.094002,65.364098
20,22,0,1,80.395996,79.415001
20,23,0,1,67.348404,59.57848
20,24,1,1,66.611603,67.017097
20,25,0,1,71.340698,62.884499
20,26,0,1,86.617996,83.546997
20,27,1,1,86.617996,76.109001
20,28,1,1,82.404999,74.456001
20,29,1,1,76.787598,60.404991
20,30,1,1,82.404999,76.109001
20,31,1,1,85.792,83.546997
20,32,0,1,71.941498,67.843597
20,33,0,1,76.1073,65.364098
20,34,0,1,82.404999,66.190598
20,35,0,1,78.965698,68.670097
20,36,0,1,80.395996,76.109001
20,37,1,1,68.023903,60.404991
20,38,0,1,79.675903,50.486801
20,39,1,1,73.280701,62.057999
21,1,1,3,65.802002,49.66
21,2,1,3,76.787598,62.884499
21,3,1,3,77.472298,52.139801
21,4,1,3,66.611603,60.404991
21,5,1,3,65.072197,57.9254
21,6,1,3,73.280701,56.2724
21,7,1,3,73.280701,67.017097
21,8,1,3,76.1073,71.150002
21,9,1,3,74.026703,60.404991
21,10,1,3,74.026703,68.670097
21,11,1,3,81.094002,57.9254
21,12,1,3,69.37912,53.7929
21,13,1,3,83.100998,67.843597
21,14,1,3,84.394997,71.150002
21,15,1,3,74.026703,53.7929
21,16,1,3,81.757996,64.537598
21,17,1,3,89.002998,79.415001
21,18,1,3,70.043221,57.9254
21,19,1,3,81.757996,69.496704
21,20,1,3,60.606201,62.884499
21,21,1,3,81.094002,73.628998
21,22,1,3,76.1073,70.322998
21,23,1,3,66.611603,62.884499
21,24,1,3,59.709,67.017097
21,25,1,3,87.348999,75.281998
21,26,1,3,71.340698,59.57848
21,27,1,3,81.757996,61.231499
