school,student,gcse,lrt,girl,schgend,avslrt,schav,vrband,meanLRT,sdLRT,lrt_orig
14,101,-3.3884001,3.711,0,1,3.2644,3,2,63.780178,5.1978984,65.709122
14,102,-17.239,-4.5541,0,1,3.2644,3,2,63.780178,5.1978984,61.413002
14,103,1.3406999,2.0580001,0,1,3.2644,3,2,63.780178,5.1978984,64.849907
14,104,-4.9278002,4.5376,0,1,3.2644,3,2,63.780178,5.1978984,66.138779
14,105,6.1072998,-18.605,0,1,3.2644,3,2,63.780178,5.1978984,54.109489
14,106,-12.195,-11.166,0,1,3.2644,3,2,63.780178,5.1978984,57.976204
14,107,5.4434004,3.711,0,1,3.2644,3,1,63.780178,5.1978984,65.709122
14,108,-1.2908,3.711,0,1,3.2644,3,2,63.780178,5.1978984,65.709122
14,109,-19.621,-15.299,0,1,3.2644,3,3,63.780178,5.1978984,55.827915
14,110,-14.386999,5.3640995,0,1,3.2644,3,2,63.780178,5.1978984,66.568382
14,111,11.094,19.414999,1,1,3.2644,3,1,63.780178,5.1978984,73.871895
14,112,8.2199001,13.629,1,1,3.2644,3,1,63.780178,5.1978984,70.864395
14,113,6.1072998,9.4967003,0,1,3.2644,3,2,63.780178,5.1978984,68.716469
14,114,-11.186,-5.3806,1,1,3.2644,3,2,63.780178,5.1978984,60.983398
14,115,13.747,1.2315,1,1,3.2644,3,2,63.780178,5.1978984,64.420296
14,116,-1.9761001,3.711,1,1,3.2644,3,1,63.780178,5.1978984,65.709122
14,117,-2.6515999,8.6701002,0,1,3.2644,3,1,63.780178,5.1978984,68.286812
14,118,-10.290999,6.1905999,0,1,3.2644,3,2,63.780178,5.1978984,66.997986
14,119,13.747,23.547001,0,1,3.2644,3,1,63.780178,5.1978984,76.019669
14,120,-4.198,-6.2070999,1,1,3.2644,3,2,63.780178,5.1978984,60.553791
14,121,11.757999,2.8845,0,1,3.2644,3,2,63.780178,5.1978984,65.27951
14,122,12.405,17.762001,1,1,3.2644,3,2,63.780178,5.1978984,73.012688
14,123,7.4723001,-2.0746,1,1,3.2644,3,2,63.780178,5.1978984,62.70182
14,124,9.6758995,3.711,1,1,3.2644,3,1,63.780178,5.1978984,65.709122
14,125,-8.5267,-11.166,0,1,3.2644,3,2,63.780178,5.1978984,57.976204
14,126,-1.9761001,9.4967003,1,1,3.2644,3,2,63.780178,5.1978984,68.716469
14,127,4.0267,11.976,0,1,3.2644,3,2,63.780178,5.1978984,70.00518
14,128,5.4434004,18.588001,0,1,3.2644,3,1,63.780178,5.1978984,73.442032
14,129,11.094,5.3640995,1,1,3.2644,3,1,63.780178,5.1978984,66.568382
14,130,2.6131999,6.1905999,1,1,3.2644,3,1,63.780178,5.1978984,66.997986
14,131,.043218002,18.588001,0,1,3.2644,3,1,63.780178,5.1978984,73.442032
14,132,1.9414999,-.42151999,0,1,3.2644,3,2,63.780178,5.1978984,63.561077
14,133,1.3406999,-2.9010999,0,1,3.2644,3,2,63.780178,5.1978984,62.272217
14,134,-16.237,-8.6866999,1,1,3.2644,3,2,63.780178,5.1978984,59.264919
14,135,.73536003,1.2315,0,1,3.2644,3,2,63.780178,5.1978984,64.420296
14,136,18.138,18.588001,0,1,3.2644,3,1,63.780178,5.1978984,73.442032
14,137,1.3406999,-7.8601999,0,1,3.2644,3,3,63.780178,5.1978984,59.694527
14,138,-15.267,2.8845,1,1,3.2644,3,2,63.780178,5.1978984,65.27951
14,139,-14.386999,.40499002,0,1,3.2644,3,2,63.780178,5.1978984,63.990688
14,140,11.757999,16.935001,1,1,3.2644,3,1,63.780178,5.1978984,72.582817
14,141,8.2199001,2.0580001,0,1,3.2644,3,2,63.780178,5.1978984,64.849907
14,142,-.62088001,6.1905999,1,1,3.2644,3,1,63.780178,5.1978984,66.997986
14,143,-3.3884001,-6.2070999,1,1,3.2644,3,2,63.780178,5.1978984,60.553791
14,144,18.138,14.456,0,1,3.2644,3,1,63.780178,5.1978984,71.294258
14,145,.73536003,-11.166,0,1,3.2644,3,2,63.780178,5.1978984,57.976204
14,146,-15.267,-7.0336003,0,1,3.2644,3,2,63.780178,5.1978984,60.124184
14,147,-.62088001,-1.2479999,0,1,3.2644,3,2,63.780178,5.1978984,63.131481
14,148,6.1072998,9.4967003,1,1,3.2644,3,1,63.780178,5.1978984,68.716469
14,149,-22.917,-8.6866999,0,1,3.2644,3,2,63.780178,5.1978984,59.264919
14,150,-1.9761001,2.8845,1,1,3.2644,3,2,63.780178,5.1978984,65.27951
14,151,-1.9761001,-7.8601999,0,1,3.2644,3,3,63.780178,5.1978984,59.694527
14,152,6.1072998,2.8845,1,1,3.2644,3,2,63.780178,5.1978984,65.27951
14,153,-1.2908,1.2315,1,1,3.2644,3,2,63.780178,5.1978984,64.420296
14,154,19.003,17.762001,0,1,3.2644,3,1,63.780178,5.1978984,73.012688
14,155,3.2807002,6.1905999,1,1,3.2644,3,2,63.780178,5.1978984,66.997986
14,156,9.6758995,12.803,0,1,3.2644,3,2,63.780178,5.1978984,70.435051
14,157,5.4434004,10.323,1,1,3.2644,3,2,63.780178,5.1978984,69.145966
14,158,11.757999,8.6701002,1,1,3.2644,3,1,63.780178,5.1978984,68.286812
14,159,-.62088001,5.3640995,0,1,3.2644,3,2,63.780178,5.1978984,66.568382
14,160,11.757999,4.5376,0,1,3.2644,3,1,63.780178,5.1978984,66.138779
14,161,.73536003,14.456,1,1,3.2644,3,2,63.780178,5.1978984,71.294258
14,162,1.3406999,4.5376,0,1,3.2644,3,1,63.780178,5.1978984,66.138779
14,163,-.62088001,7.8435998,1,1,3.2644,3,2,63.780178,5.1978984,67.857201
14,164,4.0267,7.8435998,1,1,3.2644,3,1,63.780178,5.1978984,67.857201
14,165,-11.186,-10.34,0,1,3.2644,3,2,63.780178,5.1978984,58.405552
14,166,6.1072998,5.3640995,1,1,3.2644,3,1,63.780178,5.1978984,66.568382
14,167,-19.621,-1.2479999,1,1,3.2644,3,2,63.780178,5.1978984,63.131481
14,168,11.094,14.456,0,1,3.2644,3,1,63.780178,5.1978984,71.294258
14,169,-12.195,2.8845,0,1,3.2644,3,1,63.780178,5.1978984,65.27951
14,170,4.7818999,2.8845,1,1,3.2644,3,2,63.780178,5.1978984,65.27951
14,171,-6.9951,-7.0336003,0,1,3.2644,3,2,63.780178,5.1978984,60.124184
14,172,-6.9951,-.42151999,0,1,3.2644,3,2,63.780178,5.1978984,63.561077
14,173,-10.290999,6.1905999,1,1,3.2644,3,1,63.780178,5.1978984,66.997986
14,174,-6.9951,2.8845,0,1,3.2644,3,2,63.780178,5.1978984,65.27951
14,175,7.4723001,9.4967003,0,1,3.2644,3,1,63.780178,5.1978984,68.716469
14,176,11.757999,3.711,1,1,3.2644,3,1,63.780178,5.1978984,65.709122
14,177,-1.2908,1.2315,1,1,3.2644,3,1,63.780178,5.1978984,64.420296
14,178,15.792,17.762001,1,1,3.2644,3,1,63.780178,5.1978984,73.012688
14,179,8.2199001,10.323,1,1,3.2644,3,1,63.780178,5.1978984,69.145966
14,180,-2.6515999,-5.3806,0,1,3.2644,3,2,63.780178,5.1978984,60.983398
14,181,-1.2908,1.2315,1,1,3.2644,3,2,63.780178,5.1978984,64.420296
14,182,11.094,3.711,1,1,3.2644,3,2,63.780178,5.1978984,65.709122
14,183,4.7818999,1.2315,0,1,3.2644,3,2,63.780178,5.1978984,64.420296
14,184,2.6131999,-8.6866999,1,1,3.2644,3,2,63.780178,5.1978984,59.264919
14,185,6.1072998,-2.0746,1,1,3.2644,3,2,63.780178,5.1978984,62.70182
14,186,-2.6515999,2.0580001,1,1,3.2644,3,2,63.780178,5.1978984,64.849907
14,187,8.9657001,4.5376,0,1,3.2644,3,2,63.780178,5.1978984,66.138779
14,188,-3.3884001,2.0580001,1,1,3.2644,3,2,63.780178,5.1978984,64.849907
14,189,9.6758995,-10.34,1,1,3.2644,3,2,63.780178,5.1978984,58.405552
14,190,-5.5510998,.40499002,0,1,3.2644,3,2,63.780178,5.1978984,63.990688
14,191,-6.2304997,-11.166,1,1,3.2644,3,3,63.780178,5.1978984,57.976204
14,192,.043218002,13.629,0,1,3.2644,3,1,63.780178,5.1978984,70.864395
14,193,2.6131999,5.3640995,0,1,3.2644,3,2,63.780178,5.1978984,66.568382
14,194,-15.267,-4.5541,0,1,3.2644,3,2,63.780178,5.1978984,61.413002
14,195,-9.3937998,6.1905999,1,1,3.2644,3,1,63.780178,5.1978984,66.997986
14,196,-18.367001,-12.819,0,1,3.2644,3,2,63.780178,5.1978984,57.116993
14,197,11.757999,7.0170999,1,1,3.2644,3,1,63.780178,5.1978984,67.427597
14,198,5.4434004,10.323,0,1,3.2644,3,1,63.780178,5.1978984,69.145966
15,1,-8.5267,-6.2070999,1,1,2.7028999,3,2,47.95517,5.027884,44.834312
15,2,-1.9761001,2.0580001,1,1,2.7028999,3,1,47.95517,5.027884,48.98991
15,3,-6.2304997,-7.8601999,1,1,2.7028999,3,2,47.95517,5.027884,44.003151
15,4,-1.2908,-.42151999,1,1,2.7028999,3,2,47.95517,5.027884,47.743233
15,5,1.3406999,8.6701002,0,1,2.7028999,3,1,47.95517,5.027884,52.314396
15,6,22.031,9.4967003,0,1,2.7028999,3,1,47.95517,5.027884,52.73
15,7,15.792,16.109001,1,1,2.7028999,3,1,47.95517,5.027884,56.054588
15,8,2.6131999,10.323,0,1,2.7028999,3,1,47.95517,5.027884,53.145454
15,9,-12.195,10.323,0,1,2.7028999,3,1,47.95517,5.027884,53.145454
15,10,15.792,16.935001,0,1,2.7028999,3,1,47.95517,5.027884,56.469891
15,11,18.138,13.629,1,1,2.7028999,3,1,47.95517,5.027884,54.807674
15,12,6.1072998,.40499002,1,1,2.7028999,3,1,47.95517,5.027884,48.158794
15,13,.73536003,2.0580001,1,1,2.7028999,3,1,47.95517,5.027884,48.98991
15,14,1.9414999,-2.0746,0,1,2.7028999,3,2,47.95517,5.027884,46.912086
15,15,4.7818999,-.42151999,1,1,2.7028999,3,2,47.95517,5.027884,47.743233
15,16,-4.9278002,2.0580001,1,1,2.7028999,3,2,47.95517,5.027884,48.98991
15,17,-6.2304997,-7.8601999,0,1,2.7028999,3,2,47.95517,5.027884,44.003151
15,18,6.1072998,11.15,0,1,2.7028999,3,2,47.95517,5.027884,53.56126
15,19,-4.198,-10.34,0,1,2.7028999,3,3,47.95517,5.027884,42.756336
15,20,-19.621,-8.6866999,1,1,2.7028999,3,2,47.95517,5.027884,43.587597
15,21,11.094,11.15,0,1,2.7028999,3,1,47.95517,5.027884,53.56126
15,22,-8.5267,-6.2070999,0,1,2.7028999,3,2,47.95517,5.027884,44.834312
15,23,3.2807002,2.8845,1,1,2.7028999,3,2,47.95517,5.027884,49.405464
15,24,-13.353,-2.0746,0,1,2.7028999,3,2,47.95517,5.027884,46.912086
15,25,8.2199001,11.976,1,1,2.7028999,3,1,47.95517,5.027884,53.976563
15,26,3.2807002,13.629,0,1,2.7028999,3,1,47.95517,5.027884,54.807674
15,27,11.094,11.976,1,1,2.7028999,3,1,47.95517,5.027884,53.976563
15,28,-4.9278002,7.0170999,1,1,2.7028999,3,1,47.95517,5.027884,51.483288
15,29,-3.3884001,12.803,1,1,2.7028999,3,1,47.95517,5.027884,54.392368
15,30,-1.9761001,-2.9010999,0,1,2.7028999,3,2,47.95517,5.027884,46.496529
15,31,-8.5267,.40499002,0,1,2.7028999,3,2,47.95517,5.027884,48.158794
15,32,-16.237,1.2315,1,1,2.7028999,3,2,47.95517,5.027884,48.574352
15,33,1.9414999,-.42151999,0,1,2.7028999,3,1,47.95517,5.027884,47.743233
15,34,-16.237,-9.5131998,0,1,2.7028999,3,2,47.95517,5.027884,43.172043
15,35,-1.2908,-2.9010999,0,1,2.7028999,3,2,47.95517,5.027884,46.496529
15,36,-8.5267,-3.7276001,1,1,2.7028999,3,2,47.95517,5.027884,46.080975
15,37,-1.9761001,-5.3806,1,1,2.7028999,3,2,47.95517,5.027884,45.249866
15,38,6.7876,11.15,1,1,2.7028999,3,1,47.95517,5.027884,53.56126
15,39,-9.3937998,-2.0746,0,1,2.7028999,3,2,47.95517,5.027884,46.912086
15,40,-9.3937998,-2.0746,0,1,2.7028999,3,2,47.95517,5.027884,46.912086
15,41,1.3406999,5.3640995,1,1,2.7028999,3,1,47.95517,5.027884,50.652176
15,42,-2.6515999,5.3640995,1,1,2.7028999,3,1,47.95517,5.027884,50.652176
15,43,-11.186,-10.34,0,1,2.7028999,3,2,47.95517,5.027884,42.756336
15,44,-10.290999,-13.646,1,1,2.7028999,3,3,47.95517,5.027884,41.09412
15,45,-8.5267,-9.5131998,1,1,2.7028999,3,2,47.95517,5.027884,43.172043
15,46,-.62088001,-1.2479999,1,1,2.7028999,3,1,47.95517,5.027884,47.32769
15,47,14.395,2.8845,1,1,2.7028999,3,1,47.95517,5.027884,49.405464
15,48,-2.6515999,1.2315,1,1,2.7028999,3,2,47.95517,5.027884,48.574352
15,49,19.003,7.8435998,1,1,2.7028999,3,2,47.95517,5.027884,51.898842
15,50,-.62088001,-6.2070999,0,1,2.7028999,3,2,47.95517,5.027884,44.834312
15,51,-12.195,2.0580001,0,1,2.7028999,3,2,47.95517,5.027884,48.98991
15,52,-11.186,-10.34,1,1,2.7028999,3,1,47.95517,5.027884,42.756336
15,53,.043218002,14.456,1,1,2.7028999,3,1,47.95517,5.027884,55.22348
15,54,-6.2304997,-5.3806,0,1,2.7028999,3,2,47.95517,5.027884,45.249866
15,55,21.029999,16.109001,1,1,2.7028999,3,1,47.95517,5.027884,56.054588
15,56,9.6758995,11.976,0,1,2.7028999,3,1,47.95517,5.027884,53.976563
15,57,-6.9951,-6.2070999,0,1,2.7028999,3,2,47.95517,5.027884,44.834312
15,58,-8.5267,-7.0336003,1,1,2.7028999,3,2,47.95517,5.027884,44.418758
15,59,4.7818999,-4.5541,1,1,2.7028999,3,1,47.95517,5.027884,45.665421
15,60,4.0267,21.068001,1,1,2.7028999,3,3,47.95517,5.027884,58.547916
15,61,11.094,12.803,0,1,2.7028999,3,2,47.95517,5.027884,54.392368
15,62,15.792,7.0170999,0,1,2.7028999,3,1,47.95517,5.027884,51.483288
15,63,-.62088001,3.711,0,1,2.7028999,3,1,47.95517,5.027884,49.821018
15,64,1.3406999,2.8845,1,1,2.7028999,3,2,47.95517,5.027884,49.405464
15,65,-4.198,3.711,0,1,2.7028999,3,2,47.95517,5.027884,49.821018
15,66,6.1072998,3.711,1,1,2.7028999,3,2,47.95517,5.027884,49.821018
15,67,-1.9761001,-3.7276001,0,1,2.7028999,3,2,47.95517,5.027884,46.080975
15,68,6.1072998,15.282001,0,1,2.7028999,3,2,47.95517,5.027884,55.638783
15,69,-25.100998,-6.2070999,0,1,2.7028999,3,3,47.95517,5.027884,44.834312
15,70,13.101,6.1905999,1,1,2.7028999,3,1,47.95517,5.027884,51.06773
15,71,11.757999,11.15,0,1,2.7028999,3,1,47.95517,5.027884,53.56126
15,72,-14.386999,2.8845,1,1,2.7028999,3,2,47.95517,5.027884,49.405464
15,73,1.9414999,-.42151999,0,1,2.7028999,3,2,47.95517,5.027884,47.743233
15,74,-6.2304997,9.4967003,1,1,2.7028999,3,1,47.95517,5.027884,52.73
15,75,-1.9761001,.40499002,1,1,2.7028999,3,1,47.95517,5.027884,48.158794
15,76,-5.5510998,5.3640995,0,1,2.7028999,3,2,47.95517,5.027884,50.652176
15,77,-5.5510998,16.109001,0,1,2.7028999,3,1,47.95517,5.027884,56.054588
15,78,15.792,7.8435998,0,1,2.7028999,3,1,47.95517,5.027884,51.898842
15,79,-10.290999,-.42151999,1,1,2.7028999,3,1,47.95517,5.027884,47.743233
15,80,-.62088001,.40499002,1,1,2.7028999,3,2,47.95517,5.027884,48.158794
15,81,-16.237,-4.5541,0,1,2.7028999,3,2,47.95517,5.027884,45.665421
15,82,6.7876,-6.2070999,1,1,2.7028999,3,1,47.95517,5.027884,44.834312
15,83,11.094,16.109001,0,1,2.7028999,3,1,47.95517,5.027884,56.054588
15,84,-2.6515999,-10.34,0,1,2.7028999,3,2,47.95517,5.027884,42.756336
15,85,6.1072998,-.42151999,0,1,2.7028999,3,1,47.95517,5.027884,47.743233
15,86,7.4723001,14.456,0,1,2.7028999,3,1,47.95517,5.027884,55.22348
15,87,-4.198,7.0170999,0,1,2.7028999,3,1,47.95517,5.027884,51.483288
15,88,-7.7610998,-1.2479999,0,1,2.7028999,3,1,47.95517,5.027884,47.32769
15,89,-6.2304997,6.1905999,0,1,2.7028999,3,2,47.95517,5.027884,51.06773
15,90,-2.6515999,.40499002,1,1,2.7028999,3,2,47.95517,5.027884,48.158794
15,91,.043218002,6.1905999,0,1,2.7028999,3,1,47.95517,5.027884,51.06773
16,1,4.7818999,9.4967003,1,3,3.2319999,3,2,61.951225,4.5011001,66.225784
16,2,-8.5267,4.5376,1,3,3.2319999,3,2,61.951225,4.5011001,63.993645
16,3,7.4723001,-12.819,1,3,3.2319999,3,2,61.951225,4.5011001,56.181267
16,4,10.396,5.3640995,1,3,3.2319999,3,2,61.951225,4.5011001,64.365662
16,5,8.2199001,11.15,1,3,3.2319999,3,1,61.951225,4.5011001,66.969955
16,6,-7.7610998,6.1905999,1,3,3.2319999,3,1,61.951225,4.5011001,64.737679
16,7,-1.2908,8.6701002,1,3,3.2319999,3,2,61.951225,4.5011001,65.853722
16,8,.043218002,14.456,1,3,3.2319999,3,1,61.951225,4.5011001,68.458015
16,9,6.7876,19.414999,1,3,3.2319999,3,1,61.951225,4.5011001,70.690109
16,10,-.62088001,13.629,1,3,3.2319999,3,2,61.951225,4.5011001,68.085777
16,11,-.62088001,-5.3806,1,3,3.2319999,3,2,61.951225,4.5011001,59.529362
16,12,-8.5267,22.721001,1,3,3.2319999,3,2,61.951225,4.5011001,72.178177
16,13,1.9414999,9.4967003,1,3,3.2319999,3,1,61.951225,4.5011001,66.225784
16,14,.043218002,3.711,1,3,3.2319999,3,1,61.951225,4.5011001,63.621582
16,15,-2.6515999,-.42151999,1,3,3.2319999,3,2,61.951225,4.5011001,61.761494
16,16,-19.621,-.42151999,1,3,3.2319999,3,2,61.951225,4.5011001,61.761494
16,17,6.1072998,11.15,1,3,3.2319999,3,1,61.951225,4.5011001,66.969955
16,18,.043218002,10.323,1,3,3.2319999,3,1,61.951225,4.5011001,66.59771
16,19,-9.3937998,-6.2070999,1,3,3.2319999,3,2,61.951225,4.5011001,59.157349
16,20,3.2807002,-4.5541,1,3,3.2319999,3,2,61.951225,4.5011001,59.901379
16,21,-4.9278002,3.711,1,3,3.2319999,3,2,61.951225,4.5011001,63.621582
16,22,4.0267,14.456,1,3,3.2319999,3,1,61.951225,4.5011001,68.458015
16,23,-1.2908,3.711,1,3,3.2319999,3,2,61.951225,4.5011001,63.621582
16,24,-17.239,-2.9010999,1,3,3.2319999,3,2,61.951225,4.5011001,60.645412
16,25,-21.085999,.40499002,1,3,3.2319999,3,2,61.951225,4.5011001,62.133514
16,26,-9.3937998,4.5376,1,3,3.2319999,3,2,61.951225,4.5011001,63.993645
16,27,3.2807002,-.42151999,1,3,3.2319999,3,1,61.951225,4.5011001,61.761494
16,28,3.2807002,6.1905999,1,3,3.2319999,3,2,61.951225,4.5011001,64.737679
16,29,-6.9951,-6.2070999,1,3,3.2319999,3,2,61.951225,4.5011001,59.157349
16,30,-4.198,12.803,1,3,3.2319999,3,2,61.951225,4.5011001,67.713982
16,31,-2.6515999,6.1905999,1,3,3.2319999,3,1,61.951225,4.5011001,64.737679
16,32,-.62088001,5.3640995,1,3,3.2319999,3,2,61.951225,4.5011001,64.365662
16,33,-4.9278002,-2.0746,1,3,3.2319999,3,2,61.951225,4.5011001,61.017426
16,34,-10.290999,-7.8601999,1,3,3.2319999,3,3,61.951225,4.5011001,58.413269
16,35,-19.621,-6.2070999,1,3,3.2319999,3,2,61.951225,4.5011001,59.157349
16,36,3.2807002,8.6701002,1,3,3.2319999,3,2,61.951225,4.5011001,65.853722
16,37,-16.237,2.8845,1,3,3.2319999,3,2,61.951225,4.5011001,63.249569
16,38,4.7818999,5.3640995,1,3,3.2319999,3,2,61.951225,4.5011001,64.365662
16,39,8.2199001,1.2315,1,3,3.2319999,3,1,61.951225,4.5011001,62.505535
16,40,-7.7610998,-3.7276001,1,3,3.2319999,3,2,61.951225,4.5011001,60.273396
16,41,6.1072998,5.3640995,1,3,3.2319999,3,1,61.951225,4.5011001,64.365662
16,42,-6.2304997,-2.9010999,1,3,3.2319999,3,2,61.951225,4.5011001,60.645412
16,43,-4.198,6.1905999,1,3,3.2319999,3,2,61.951225,4.5011001,64.737679
16,44,-15.267,-6.2070999,1,3,3.2319999,3,2,61.951225,4.5011001,59.157349
16,45,-5.5510998,12.803,1,3,3.2319999,3,2,61.951225,4.5011001,67.713982
16,46,-13.353,-15.299,1,3,3.2319999,3,2,61.951225,4.5011001,55.064991
16,47,-2.6515999,-1.2479999,1,3,3.2319999,3,2,61.951225,4.5011001,61.389488
16,48,-12.195,-3.7276001,1,3,3.2319999,3,3,61.951225,4.5011001,60.273396
16,49,-1.9761001,8.6701002,1,3,3.2319999,3,1,61.951225,4.5011001,65.853722
16,50,-4.198,2.8845,1,3,3.2319999,3,2,61.951225,4.5011001,63.249569
16,51,-1.2908,2.0580001,1,3,3.2319999,3,2,61.951225,4.5011001,62.877552
16,52,-3.3884001,-16.952,1,3,3.2319999,3,2,61.951225,4.5011001,54.320961
16,53,-4.198,16.109001,1,3,3.2319999,3,2,61.951225,4.5011001,69.202049
16,54,-7.7610998,-13.646,1,3,3.2319999,3,3,61.951225,4.5011001,55.809025
16,55,-6.2304997,-1.2479999,1,3,3.2319999,3,2,61.951225,4.5011001,61.389488
16,56,1.3406999,6.1905999,1,3,3.2319999,3,2,61.951225,4.5011001,64.737679
16,57,1.3406999,.40499002,1,3,3.2319999,3,2,61.951225,4.5011001,62.133514
16,58,6.7876,14.456,1,3,3.2319999,3,1,61.951225,4.5011001,68.458015
16,59,4.0267,2.0580001,1,3,3.2319999,3,2,61.951225,4.5011001,62.877552
16,60,6.1072998,7.0170999,1,3,3.2319999,3,1,61.951225,4.5011001,65.109695
16,61,12.405,11.976,1,3,3.2319999,3,1,61.951225,4.5011001,67.341743
16,62,-12.195,-.42151999,1,3,3.2319999,3,2,61.951225,4.5011001,61.761494
16,63,.043218002,6.1905999,1,3,3.2319999,3,1,61.951225,4.5011001,64.737679
16,64,1.3406999,8.6701002,1,3,3.2319999,3,1,61.951225,4.5011001,65.853722
16,65,-3.3884001,-1.2479999,1,3,3.2319999,3,2,61.951225,4.5011001,61.389488
16,66,9.6758995,11.976,1,3,3.2319999,3,1,61.951225,4.5011001,67.341743
16,67,6.1072998,14.456,1,3,3.2319999,3,1,61.951225,4.5011001,68.458015
16,68,6.7876,7.0170999,1,3,3.2319999,3,1,61.951225,4.5011001,65.109695
16,69,-5.5510998,-2.9010999,1,3,3.2319999,3,2,61.951225,4.5011001,60.645412
16,70,-1.2908,1.2315,1,3,3.2319999,3,2,61.951225,4.5011001,62.505535
16,71,-2.6515999,10.323,1,3,3.2319999,3,2,61.951225,4.5011001,66.59771
16,72,-6.9951,-8.6866999,1,3,3.2319999,3,2,61.951225,4.5011001,58.041256
16,73,5.4434004,10.323,1,3,3.2319999,3,1,61.951225,4.5011001,66.59771
16,74,-12.195,-16.125,1,3,3.2319999,3,3,61.951225,4.5011001,54.693203
16,75,-9.3937998,2.0580001,1,3,3.2319999,3,2,61.951225,4.5011001,62.877552
16,76,-7.7610998,1.2315,1,3,3.2319999,3,2,61.951225,4.5011001,62.505535
16,77,-3.3884001,-9.5131998,1,3,3.2319999,3,2,61.951225,4.5011001,57.669239
16,78,-3.3884001,6.1905999,1,3,3.2319999,3,2,61.951225,4.5011001,64.737679
16,79,-4.9278002,-6.2070999,1,3,3.2319999,3,2,61.951225,4.5011001,59.157349
16,80,.043218002,19.414999,1,3,3.2319999,3,1,61.951225,4.5011001,70.690109
16,81,-8.5267,-2.9010999,1,3,3.2319999,3,2,61.951225,4.5011001,60.645412
16,82,-1.2908,11.976,1,3,3.2319999,3,2,61.951225,4.5011001,67.341743
16,83,-7.7610998,4.5376,1,3,3.2319999,3,1,61.951225,4.5011001,63.993645
16,84,8.9657001,5.3640995,1,3,3.2319999,3,1,61.951225,4.5011001,64.365662
16,85,-7.7610998,3.711,1,3,3.2319999,3,1,61.951225,4.5011001,63.621582
16,86,.043218002,5.3640995,1,3,3.2319999,3,2,61.951225,4.5011001,64.365662
16,87,4.0267,11.15,1,3,3.2319999,3,1,61.951225,4.5011001,66.969955
16,88,-6.9951,-10.34,1,3,3.2319999,3,3,61.951225,4.5011001,57.297089
17,1,-8.5267,-7.8601999,1,1,-1.1824,2,2,59.878632,4.9361196,55.998741
17,2,5.4434004,-2.9010999,0,1,-1.1824,2,2,59.878632,4.9361196,58.446613
17,3,3.2807002,9.4967003,1,1,-1.1824,2,1,59.878632,4.9361196,64.566315
17,4,-25.100998,-16.952,1,1,-1.1824,2,3,59.878632,4.9361196,51.510921
17,5,-3.3884001,-5.3806,0,1,-1.1824,2,2,59.878632,4.9361196,57.222702
17,6,-2.6515999,-21.910999,0,1,-1.1824,2,3,59.878632,4.9361196,49.063099
17,7,-16.237,-20.257999,0,1,-1.1824,2,3,59.878632,4.9361196,49.87904
17,8,-1.9761001,-1.2479999,1,1,-1.1824,2,2,59.878632,4.9361196,59.262604
17,9,-5.5510998,2.0580001,1,1,-1.1824,2,2,59.878632,4.9361196,60.894485
17,10,-12.195,-11.993,1,1,-1.1824,2,3,59.878632,4.9361196,53.958744
17,11,-15.267,-5.3806,1,1,-1.1824,2,2,59.878632,4.9361196,57.222702
17,12,8.2199001,13.629,1,1,-1.1824,2,2,59.878632,4.9361196,66.606071
17,13,.73536003,-7.0336003,1,1,-1.1824,2,2,59.878632,4.9361196,56.406761
17,14,8.9657001,-2.0746,1,1,-1.1824,2,1,59.878632,4.9361196,58.854584
17,15,-1.9761001,-16.952,1,1,-1.1824,2,2,59.878632,4.9361196,51.510921
17,16,-8.5267,-3.7276001,1,1,-1.1824,2,2,59.878632,4.9361196,58.038643
17,17,5.4434004,11.976,0,1,-1.1824,2,1,59.878632,4.9361196,65.790131
17,18,13.747,16.935001,1,1,-1.1824,2,1,59.878632,4.9361196,68.237953
17,19,-13.353,.40499002,1,1,-1.1824,2,2,59.878632,4.9361196,60.078541
17,20,-11.186,-5.3806,0,1,-1.1824,2,2,59.878632,4.9361196,57.222702
17,21,-25.100998,-17.778,1,1,-1.1824,2,3,59.878632,4.9361196,51.103199
17,22,3.2807002,3.711,1,1,-1.1824,2,2,59.878632,4.9361196,61.710426
17,23,-4.198,3.711,1,1,-1.1824,2,1,59.878632,4.9361196,61.710426
17,24,.73536003,-23.563999,1,1,-1.1824,2,3,59.878632,4.9361196,48.247158
17,25,-9.3937998,-7.0336003,1,1,-1.1824,2,2,59.878632,4.9361196,56.406761
17,26,-2.6515999,-2.0746,1,1,-1.1824,2,2,59.878632,4.9361196,58.854584
17,27,.043218002,5.3640995,0,1,-1.1824,2,2,59.878632,4.9361196,62.526417
17,28,-4.198,9.4967003,0,1,-1.1824,2,1,59.878632,4.9361196,64.566315
17,29,3.2807002,-5.3806,0,1,-1.1824,2,2,59.878632,4.9361196,57.222702
17,30,-1.9761001,-11.166,1,1,-1.1824,2,2,59.878632,4.9361196,54.366959
17,31,4.0267,6.1905999,1,1,-1.1824,2,2,59.878632,4.9361196,62.934387
17,32,3.2807002,22.721001,1,1,-1.1824,2,2,59.878632,4.9361196,71.093987
17,33,-4.198,-2.0746,1,1,-1.1824,2,2,59.878632,4.9361196,58.854584
17,34,-10.290999,-2.9010999,0,1,-1.1824,2,2,59.878632,4.9361196,58.446613
17,35,6.1072998,-1.2479999,0,1,-1.1824,2,2,59.878632,4.9361196,59.262604
